title,author,venue_name,publish_date,url,code,crawl_timestamp
Scale-MIA: A Scalable Model Inversion Attack against Secure Federated Learning via Latent Space Reconstruction,,NDSS,2025,"<a href=""https://www.ndss-symposium.org/ndss-paper/scale-mia-a-scalable-model-inversion-attack-against-secure-federated-learning-via-latent-space-reconstruction/"" target=""_blank""></a>","<a href=""https://github.com/unknown123489/Scale-MIA"" target=""_blank"">unknown123489</a>",2025-09-14 23:29:11
Privacy-Preserving Data Deduplication for Enhancing Federated Learning of Language Models,,NDSS,2025,"<a href=""https://www.ndss-symposium.org/ndss-paper/privacy-preserving-data-deduplication-for-enhancing-federated-learning-of-language-models/"" target=""_blank""></a>",,2025-09-14 23:29:11
FedTilt: Towards Multi-Level Fairness-Preserving and Robust Federated Learning,,S&P Workshop,2025,"<a href=""https://ieeexplore.ieee.org/document/11050846"" target=""_blank"">11050846</a>",,2025-09-14 23:29:11
Privacy-Preserving Mutual Authentication Protocol for Federated Learning in Intelligent Transportation Systems,,S&P Workshop,2025,"<a href=""https://ieeexplore.ieee.org/document/11050805"" target=""_blank"">11050805</a>",,2025-09-14 23:29:11
An Interactive Framework for Implementing Privacy-Preserving Federated Learning: Experiments on Large Language Models,,S&P Workshop,2025,"<a href=""https://ieeexplore.ieee.org/document/11050826"" target=""_blank"">11050826</a>",,2025-09-14 23:29:11
Detecting Backdoor Attacks in Federated Learning via Direction Alignment Inspection,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Xu_Detecting_Backdoor_Attacks_in_Federated_Learning_via_Direction_Alignment_Inspection_CVPR_2025_paper.html"" target=""_blank"">Xu_Detecting</a>","<a href=""https://anonymous.4open.science/r/AlignIns"" target=""_blank"">r</a>",2025-09-14 23:29:11
Handling Spatial-Temporal Data Heterogeneity for Federated Continual Learning via Tail Anchor,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Yu_Handling_Spatial-Temporal_Data_Heterogeneity_for_Federated_Continual_Learning_via_Tail_CVPR_2025_paper.html"" target=""_blank"">Yu_Handling_</a>",,2025-09-14 23:29:11
Understanding the Statistical Accuracy-Communication Trade-off in Personalized Federated Learning with Minimax Guarantees,,ICML,2025,"<a href=""https://openreview.net/forum?id=MM6ZWF7gl9"" target=""_blank"">forum?id=MM6</a>","<a href=""https://github.com/ZLHe0/fedclup"" target=""_blank"">ZLHe0</a>",2025-09-14 23:29:11
Subspace Constraint and Contribution Estimation for Heterogeneous Federated Learning,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_Subspace_Constraint_and_Contribution_Estimation_for_Heterogeneous_Federated_Learning_CVPR_2025_paper.html"" target=""_blank"">Zhang_Subspa</a>","<a href=""https://github.com/AVC2-UESTC/FedSCE.git"" target=""_blank"">AVC2-UESTC</a>",2025-09-14 23:29:11
Differentially Private Federated $k$-Means Clustering with Server-Side Data,,ICML,2025,"<a href=""https://openreview.net/forum?id=EFLPHl5RGJ"" target=""_blank"">forum?id=EFL</a>","<a href=""https://github.com/jonnyascott/fed-dp-kmeans"" target=""_blank"">jonnyascott</a>",2025-09-14 23:29:11
Momentum-Driven Adaptivity: Towards Tuning-Free Asynchronous Federated Learning,,ICML,2025,"<a href=""https://openreview.net/forum?id=cgHfR7bt0V"" target=""_blank"">forum?id=cgH</a>",,2025-09-14 23:29:11
LBI-FL: Low-Bit Integerized Federated Learning with Temporally Dynamic Bit-Width Allocation,,ICML,2025,"<a href=""https://openreview.net/forum?id=li59703WbA"" target=""_blank"">forum?id=li5</a>",,2025-09-14 23:29:11
Federated Disentangled Tuning with Textual Prior Decoupling and Visual Dynamic Adaptation,,ICML,2025,"<a href=""https://openreview.net/forum?id=0p86Mhg014"" target=""_blank"">forum?id=0p8</a>","<a href=""https://github.com/MoratalYang/FedDDA"" target=""_blank"">MoratalYang</a>",2025-09-14 23:29:11
Multi-Session Budget Optimization for Forward Auction-based Federated Learning,,ICML,2025,"<a href=""https://openreview.net/forum?id=bFB0N8ABIr"" target=""_blank"">forum?id=bFB</a>",,2025-09-14 23:29:11
Towards Trustworthy Federated Learning with Untrusted Participants,,ICML,2025,"<a href=""https://openreview.net/forum?id=PjadKnUson"" target=""_blank"">forum?id=Pja</a>",,2025-09-14 23:29:11
Uncertainty-Based Extensible Codebook for Discrete Federated Learning in Heterogeneous Data Silos,,ICML,2025,"<a href=""https://openreview.net/forum?id=EU5lci90fF"" target=""_blank"">forum?id=EU5</a>","<a href=""https://github.com/destiny301/uefl"" target=""_blank"">destiny301</a>",2025-09-14 23:29:11
Federated Learning for Feature Generalization with Convex Constraints,,ICML,2025,"<a href=""https://openreview.net/forum?id=pI4AbQ7pg1"" target=""_blank"">forum?id=pI4</a>","<a href=""https://github.com/skku-dhkim/FedTorch.git"" target=""_blank"">skku-dhkim</a>",2025-09-14 23:29:11
NTK-DFL: Enhancing Decentralized Federated Learning in Heterogeneous Settings via Neural Tangent Kernel,,ICML,2025,"<a href=""https://openreview.net/forum?id=hC7zCFk5Dp"" target=""_blank"">forum?id=hC7</a>","<a href=""https://github.com/Gabe-Thomp/ntk-dfl"" target=""_blank"">Gabe-Thomp</a>",2025-09-14 23:29:11
FedBEns: One-Shot Federated Learning based on Bayesian Ensemble,,ICML,2025,"<a href=""https://openreview.net/forum?id=oTCiv1bkjG"" target=""_blank"">forum?id=oTC</a>","<a href=""https://github.com/jacopot96/FedBEns"" target=""_blank"">jacopot96</a>",2025-09-14 23:29:11
Gap-Dependent Bounds for Federated $Q$-Learning,,ICML,2025,"<a href=""https://openreview.net/forum?id=0n2nXmOxZS"" target=""_blank"">forum?id=0n2</a>",,2025-09-14 23:29:11
An Effective and Secure Federated Multi-View Clustering Method with Information-Theoretic Perspective,,ICML,2025,"<a href=""https://openreview.net/forum?id=eLkkXaPFEP"" target=""_blank"">forum?id=eLk</a>","<a href=""https://github.com/5Martina5/ESFMC"" target=""_blank"">5Martina5</a>",2025-09-14 23:29:11
FOCoOp: Enhancing Out-of-Distribution Robustness in Federated Prompt Learning for Vision-Language Models,,ICML,2025,"<a href=""https://openreview.net/forum?id=XCLZgbm99O"" target=""_blank"">forum?id=XCL</a>",,2025-09-14 23:29:11
One-Shot Heterogeneous Federated Learning with Local Model-Guided Diffusion Models,,ICML,2025,"<a href=""https://openreview.net/forum?id=PqJFVbJAMR"" target=""_blank"">forum?id=PqJ</a>","<a href=""https://github.com/MingzhaoYang/FedLMG"" target=""_blank"">MingzhaoYang</a>",2025-09-14 23:29:11
Improving Generalization in Federated Learning with Highly Heterogeneous Data via Momentum-Based 	Stochastic Controlled Weight Averaging,,ICML,2025,"<a href=""https://openreview.net/forum?id=HqmXiuFaOr"" target=""_blank"">forum?id=Hqm</a>","<a href=""https://github.com/junkangLiu0/FedSWA"" target=""_blank"">junkangLiu0</a>",2025-09-14 23:29:11
Causality Inspired Federated Learning for OOD Generalization,,ICML,2025,"<a href=""https://openreview.net/forum?id=pWWUJw2qew"" target=""_blank"">forum?id=pWW</a>",,2025-09-14 23:29:11
SecEmb: Sparsity-Aware Secure Federated Learning of On-Device Recommender System with Large Embedding,,ICML,2025,"<a href=""https://openreview.net/forum?id=j7H4mbeOI1"" target=""_blank"">forum?id=j7H</a>","<a href=""https://github.com/NusIoraPrivacy/SecEmb"" target=""_blank"">NusIoraPrivacy</a>",2025-09-14 23:29:11
Less is More: Federated Graph Learning with Alleviating Topology Heterogeneity from A Causal Perspective,,ICML,2025,"<a href=""https://openreview.net/forum?id=wleRTUQj07"" target=""_blank"">forum?id=wle</a>",,2025-09-14 23:29:11
Clients Collaborate: Flexible Differentially Private Federated Learning with Guaranteed Improvement of Utility-Privacy Trade-off,SYSU,ICML,2025,"<a href=""https://openreview.net/forum?id=C7dmhyTDrx"" target=""_blank"">forum?id=C7d</a>","<a href=""https://github.com/6lyc/FedCEO_Collaborate-with-Each-Other"" target=""_blank"">6lyc</a>",2025-09-14 23:29:11
Relation-Guided Versatile Regularization for Federated Semi-Supervised Learning,,IJCV,2025,"<a href=""https://link.springer.com/article/10.1007/s11263-024-02330-1"" target=""_blank"">s11263-024-0</a>",,2025-09-14 23:29:11
Patient-Level Anatomy Meets Scanning-Level Physics: Personalized  Federated Low-Dose CT Denoising Empowered by Large Language Model,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Patient-Level_Anatomy_Meets_Scanning-Level_Physics_Personalized_Federated_Low-Dose_CT_Denoising_CVPR_2025_paper.html"" target=""_blank"">Yang_Patient</a>",,2025-09-14 23:29:11
"FedMIA: An Effective Membership Inference Attack Exploiting ""All for One"" Principle in Federated Learning",,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Zhu_FedMIA_An_Effective_Membership_Inference_Attack_Exploiting_All_for_One_CVPR_2025_paper.html"" target=""_blank"">Zhu_FedMIA_A</a>","<a href=""https://github.com/Liar-Mask/FedMIA"" target=""_blank"">Liar-Mask</a>",2025-09-14 23:29:11
Unlearning through Knowledge Overwriting: Reversible Federated Unlearning via Selective Sparse Adapter,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Zhong_Unlearning_through_Knowledge_Overwriting_Reversible_Federated_Unlearning_via_Selective_Sparse_CVPR_2025_paper.html"" target=""_blank"">Zhong_Unlear</a>",,2025-09-14 23:29:11
FedCALM: Conflict-aware Layer-wise Mitigation for Selective Aggregation in Deeper Personalized Federated Learning,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Zheng_FedCALM_Conflict-aware_Layer-wise_Mitigation_for_Selective_Aggregation_in_Deeper_Personalized_CVPR_2025_paper.html"" target=""_blank"">Zheng_FedCAL</a>",,2025-09-14 23:29:11
pFedMxF: Personalized Federated Class-Incremental Learning with Mixture of Frequency Aggregation,,CVPR,2025,"<a href=""https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_pFedMxF_Personalized_Federated_Class-Incremental_Learning_with_Mixture_of_Frequency_Aggregation_CVPR_2025_paper.html"" target=""_blank"">Zhang_pFedMx</a>",,2025-09-14 23:29:11
Not All Edges are Equally Robust: Evaluating the Robustness of Ranking-Based Federated Learning,,S&P,2025,"<a href=""https://ieeexplore.ieee.org/document/11023255"" target=""_blank"">11023255</a>",,2025-09-14 23:29:11
NodeRec+: A Lightweight Framework for Federated Recommender Systems,,SIGIR,2025,"<a href=""https://dl.acm.org/doi/10.1145/3726302.3730138"" target=""_blank"">3726302.3730</a>",,2025-09-14 23:29:11
Unlearning for Federated Online Learning to Rank: A Reproducibility Study,,SIGIR,2025,"<a href=""https://dl.acm.org/doi/10.1145/3726302.3730336"" target=""_blank"">3726302.3730</a>",,2025-09-14 23:29:11
Joint Item Embedding Dual-view Exploration and Adaptive Local-Global Fusion for Federated Recommendation,,SIGIR,2025,"<a href=""https://dl.acm.org/doi/10.1145/3726302.3730016"" target=""_blank"">3726302.3730</a>",,2025-09-14 23:29:11
LCO-AGQ: A Lightweight Client-Oriented Adaptive Gradient Quantization Algorithm for Federated Learning,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044636"" target=""_blank"">11044636</a>",,2025-09-14 23:29:11
FedEXT: Differential Federated Learning with Complementary Extension of Edge Models,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044645"" target=""_blank"">11044645</a>",,2025-09-14 23:29:11
FedFetch: Faster Federated Learning with Adaptive Downstream Prefetching,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044717"" target=""_blank"">11044717</a>",,2025-09-14 23:29:11
Similarity-Guided Rapid Deployment of Federated Intelligence Over Heterogeneous Edge Computing,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044586"" target=""_blank"">11044586</a>",,2025-09-14 23:29:11
CARE: Compatibility-Aware Incentive Mechanisms for Federated Learning with Budgeted Requesters,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044535"" target=""_blank"">11044535</a>",,2025-09-14 23:29:11
Constrained Over-the-Air Model Updating for Wireless Online Federated Learning with Delayed Information,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044570"" target=""_blank"">11044570</a>",,2025-09-14 23:29:11
Multi-Task Reinforcement Learning for Collaborative Network Optimization in Data Centers,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044699"" target=""_blank"">11044699</a>",,2025-09-14 23:29:11
Towards Federated Inference: An Online Model Ensemble Framework for Cooperative Edge AI,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044578"" target=""_blank"">11044578</a>",,2025-09-14 23:29:11
VaniKG: Vanishing Key Gradient Attack and Defense for Robust Federated Aggregation,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044620"" target=""_blank"">11044620</a>",,2025-09-14 23:29:11
Combating Deep Leakage from Gradients in Cross-Silo Federated Learning with QKD,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044743"" target=""_blank"">11044743</a>",,2025-09-14 23:29:11
FedUFD: Personalized Edge Computing Using Federated Uncertainty-Driven Feature Distillation,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044664"" target=""_blank"">11044664</a>",,2025-09-14 23:29:11
Accelerating Clustered Federated Learning in Dynamic D2D Networks with Transferable GNN,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044690"" target=""_blank"">11044690</a>",,2025-09-14 23:29:11
AoI-Aware Federated Unlearning for Streaming Data with Online Client Selection and Pricing,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044760"" target=""_blank"">11044760</a>",,2025-09-14 23:29:11
Dynamic Graph Unlearning: A General and Efficient Post-Processing Method via Gradient Transformation,,WWW,2025,"<a href=""https://doi.org/10.1145/3696410.3714911"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Empowering Federated Graph Rationale Learning with Latent Environments,,WWW,2025,"<a href=""https://doi.org/10.1145/3696410.3714929"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Aegis: Post-Training Attribute Unlearning in Federated Recommender Systems against Attribute Inference Attacks,,WWW,2025,"<a href=""https://dl.acm.org/doi/10.1145/3696410.3714823"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
P4GCN: Vertical Federated Social Recommendation with Privacy-Preserving Two-Party Graph Convolution Network,,WWW,2025,"<a href=""https://dl.acm.org/doi/10.1145/3696410.3714721"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Local Differentially Private Release of Infinite Streams With Temporal Relevance,,WWW,2025,"<a href=""https://doi.org/10.1145/3696410.3714619"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Unlearning Incentivizes Learning under Privacy Risk,,WWW,2025,"<a href=""https://doi.org/10.1145/3696410.3714740"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Maverick: Personalized Edge-Assisted Federated Learning with Contrastive Training,,WWW,2025,"<a href=""https://dl.acm.org/doi/10.1145/3696410.3714884"" target=""_blank"">3696410.3714</a>",,2025-09-14 23:29:11
Towards Optimal Customized Architecture for Heterogeneous Federated Learning With Contrastive Cloud-Edge Model Decoupling,,TC,2025,"<a href=""https://ieeexplore.ieee.org/document/10787074"" target=""_blank"">10787074</a>","<a href=""https://github.com/elegy112138/FedCMD"" target=""_blank"">elegy112138</a>",2025-09-14 23:29:11
Sketch-Based Adaptive Communication Optimization in Federated Learning,,TC,2025,"<a href=""https://ieeexplore.ieee.org/document/10707306"" target=""_blank"">10707306</a>",,2025-09-14 23:29:11
Balancing Privacy and Accuracy Using Significant Gradient Protection in Federated Learning,,TC,2025,"<a href=""https://ieeexplore.ieee.org/document/10713222"" target=""_blank"">10713222</a>",,2025-09-14 23:29:11
FedQClip: Accelerating Federated Learning via Quantized Clipped SGD,,TC,2025,"<a href=""https://ieeexplore.ieee.org/document/10713249"" target=""_blank"">10713249</a>",,2025-09-14 23:29:11
Collaborative Neural Architecture Search for Personalized Federated Learning,,TC,2025,"<a href=""https://ieeexplore.ieee.org/document/10713262"" target=""_blank"">10713262</a>",,2025-09-14 23:29:11
FedPDA: Collaborative Learning for Reducing Online-Adaptation Frequency of Neural Receivers,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044747"" target=""_blank"">11044747</a>",,2025-09-14 23:29:11
GeoFL: A Framework for Efficient Geo-Distributed Cross-Device Federated Learning,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044713"" target=""_blank"">11044713</a>",,2025-09-14 23:29:11
Communication Efficient Asynchronous Stochastic Gradient Descent,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044686"" target=""_blank"">11044686</a>",,2025-09-14 23:29:11
Density-aware and Cluster-based Federated Anomaly Detection on Data Streams,,WSDM,2025,"<a href=""https://dl.acm.org/doi/10.1145/3701551.3703548"" target=""_blank"">3701551.3703</a>",,2025-09-14 23:29:11
Preference Profiling Attacks Against Vertical Federated Learning Over Graph Data,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044459"" target=""_blank"">11044459</a>",,2025-09-14 23:29:11
FedGPA: Federated Learning with Global-Personalized Collaboration for Edge Anomaly Detection,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044589"" target=""_blank"">11044589</a>",,2025-09-14 23:29:11
Federated Adaptive Fine-Tuning of Large Language Models with Heterogeneous Quantization and LoRA,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044641"" target=""_blank"">11044641</a>",,2025-09-14 23:29:11
FLM-TopK: Expediting Federated Large Language Model Tuning by Sparsifying Intervalized Gradients,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044514"" target=""_blank"">11044514</a>",,2025-09-14 23:29:11
Client Sampling for Communication-Efficient Distributed Minimax Optimization,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044637"" target=""_blank"">11044637</a>",,2025-09-14 23:29:11
Robust Contextual Combinatorial Multi-Armed Bandits for Unreliable Network Systems,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044618"" target=""_blank"">11044618</a>",,2025-09-14 23:29:11
ElasticFed: Collaborative Large-Small Transformer Training for Federated Continual Learning at Edge,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044503"" target=""_blank"">11044503</a>",,2025-09-14 23:29:11
γ-FedHT: Stepsize-Aware Hard-Threshold Gradient Compression in Federated Learning,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044558"" target=""_blank"">11044558</a>",,2025-09-14 23:29:11
PSFL: Parallel-Sequential Federated Learning with Convergence Guarantees,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044534"" target=""_blank"">11044534</a>",,2025-09-14 23:29:11
GraphRx: Graph-Based Collaborative Learning Among Multiple Cells for Uplink Neural Receivers,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044726"" target=""_blank"">11044726</a>",,2025-09-14 23:29:11
Integrating Knowledge Graphs and Neuro-Symbolic AI: LDM Enables FAIR and Federated Research Data Management,,WSDM,2025,"<a href=""https://dl.acm.org/doi/10.1145/3701551.3704125"" target=""_blank"">3701551.3704</a>",,2025-09-14 23:29:11
Towards Personalized Federated Multi-Scenario Multi-Task Recommendation,,WSDM,2025,"<a href=""https://dl.acm.org/doi/10.1145/3701551.3703523"" target=""_blank"">3701551.3703</a>",,2025-09-14 23:29:11
Lightweight Federated Learning with Differential Privacy and Straggler Resilience,,INFOCOM,2025,"<a href=""https://ieeexplore.ieee.org/document/11044562"" target=""_blank"">11044562</a>",,2025-09-14 23:29:11
FedGF: Enhancing Structural Knowledge via Graph Factorization for Federated Graph Learning,,WSDM,2025,"<a href=""https://dl.acm.org/doi/10.1145/3701551.3703493"" target=""_blank"">3701551.3703</a>",,2025-09-14 23:29:11
